N,P,K,temperature,humidity,ph,rainfall,label
88.37,42.78,131.92,24.39,62.47,5.65,1188.49,igname
77.21,49.69,137.27,31.64,61.75,6.23,1256.15,igname
119.5,48.31,166.93,24.46,78.02,6.31,1807.5,igname
95.5,41.61,85.18,30.69,66.83,5.53,973.08,igname
127.01,33.84,166.81,33.6,83.58,6.82,1884.33,igname
80.23,26.06,143.93,28.88,62.47,6.52,1519.15,igname
120.41,44.37,137.39,28.41,71.57,6.93,1052.29,igname
91.24,46.23,123.3,26.83,67.18,5.85,1278.29,igname
121.02,40.21,104.02,27.85,62.65,6.86,1349.02,igname
128.63,33.9,163.64,26.56,61.9,5.55,1566.79,igname
81.81,37.74,161.86,26.48,67.72,6.77,1442.04,igname
117.94,34.98,119.84,25.67,82.91,6.85,1982.64,igname
88.17,52.74,121.5,28.54,80.75,5.77,1142.34,igname
82.03,51.53,117.27,27.58,84.97,6.08,1172.55,igname
103.62,52.08,86.96,30.19,60.89,6.29,1182.69,igname
81.46,38.68,172.71,31.11,83.42,6.49,907.82,igname
78.59,56.23,144.34,33.82,63.9,5.95,1298.6,igname
82.86,30.08,124.35,30.42,67.78,5.62,1679.39,igname
92.13,42.26,125.54,32.9,73.97,6.88,1461.63,igname
80.48,34.22,132.21,29.3,77.18,5.84,1624.73,igname
114.5,47.06,128.18,33.92,70.12,5.66,1803.65,igname
74.85,48.53,97.9,24.17,63.99,6.07,1017.28,igname
73.84,50.59,156.99,32.17,81.03,6.13,1854.3,igname
96.82,38.82,151.85,26.14,79.74,6.14,1040.02,igname
68.35,26.6,169.06,33.91,68.92,5.94,1140.65,igname
117.67,28.37,172.41,30.67,82.43,6.33,1659.75,igname
103.36,53.25,163.59,29.9,75.81,6.88,1922.85,igname
106.5,20.31,90.44,32.58,62.12,5.82,1153.6,igname
102.02,43.07,108.94,26.08,79.11,6.9,958.09,igname
69.32,45.69,160.44,31.91,77.99,6.83,1139.08,igname
67.51,44.61,162.23,29.82,84.07,6.69,1670.87,igname
64.22,24.31,158.48,25.98,60.72,6.87,1879.89,igname
75.29,51.21,84.8,26.85,75.59,6.64,911.44,igname
82.83,28.57,179.88,30.71,70.14,5.61,1558.54,igname
104.92,52.66,108.86,33.81,70.99,5.94,1283.29,igname
96.37,57.47,153.52,29.77,64.07,5.72,1452.42,igname
111.01,50.04,102.59,25.0,69.61,6.88,1499.9,igname
82.41,32.95,93.21,28.73,79.78,6.95,1451.75,igname
71.71,47.32,155.68,24.72,81.25,6.74,1419.8,igname
99.23,48.54,147.67,24.17,63.06,5.74,1731.24,igname
90.81,41.82,157.27,27.41,78.72,6.16,1314.9,igname
83.31,58.6,157.2,24.2,83.94,6.66,1064.09,igname
65.34,32.33,142.42,30.17,66.9,6.17,1133.08,igname
63.54,40.68,114.7,29.43,83.66,5.72,902.16,igname
65.38,38.51,150.69,29.81,72.37,6.03,1240.97,igname
86.34,44.47,96.78,31.71,74.38,5.9,1451.27,igname
127.39,20.82,99.95,28.48,75.96,5.82,1924.54,igname
104.98,55.1,112.93,32.29,69.46,5.88,1902.82,igname
66.46,57.72,125.85,33.93,73.49,6.64,907.78,igname
94.77,49.5,158.28,25.58,70.47,6.13,1014.0,igname
91.01,52.28,110.02,28.33,84.02,5.55,1550.67,igname
112.04,50.44,151.59,31.26,61.48,6.3,1761.27,igname
66.58,20.48,161.46,31.12,70.31,6.91,1743.26,igname
127.75,57.17,128.13,31.55,76.73,6.72,1766.46,igname
70.73,29.35,106.57,32.18,80.27,6.24,1538.92,igname
117.88,32.5,85.02,28.83,82.84,6.69,1303.28,igname
64.53,45.48,163.45,30.65,70.63,5.69,1901.85,igname
79.32,28.97,161.6,33.81,76.5,6.44,1251.37,igname
61.43,27.67,138.44,25.51,82.1,5.78,1474.31,igname
95.84,44.16,112.74,32.74,71.11,6.55,1599.5,igname
68.2,44.91,135.07,32.99,82.02,5.73,989.85,igname
80.62,59.46,82.16,30.73,75.21,6.47,1140.11,igname
75.87,37.23,89.59,24.75,62.21,6.36,1337.52,igname
80.55,32.63,100.73,28.12,65.08,6.55,1036.33,igname
126.38,23.59,174.35,32.33,77.02,6.87,1053.14,igname
72.34,30.09,104.48,27.11,74.39,5.54,1320.5,igname
77.25,44.27,178.52,29.18,70.64,6.05,1763.44,igname
65.04,58.39,121.79,27.14,84.35,6.9,1606.13,igname
61.3,49.94,113.56,27.88,63.97,6.29,1719.01,igname
79.11,57.55,99.47,24.66,76.11,6.77,1948.45,igname
113.7,27.99,177.77,33.19,64.08,6.34,1511.07,igname
90.98,59.37,85.96,30.27,65.13,6.29,1757.71,igname
77.27,35.73,175.08,31.61,74.32,5.83,1367.84,igname
114.18,52.82,104.46,30.62,62.38,5.53,1503.54,igname
75.71,23.16,152.98,28.98,79.91,6.5,1702.79,igname
81.52,30.53,140.09,26.0,80.39,6.28,1149.69,igname
103.76,57.8,88.21,25.09,81.1,5.66,943.31,igname
84.36,38.67,136.94,29.07,82.83,6.65,1982.19,igname
93.35,23.37,175.55,24.04,79.4,5.55,1737.34,igname
125.66,35.57,104.1,26.26,72.29,5.76,1640.22,igname
85.78,32.92,126.13,29.43,63.55,6.56,1871.24,igname
79.46,27.22,156.05,25.84,61.03,6.43,1163.73,igname
72.03,59.26,109.19,33.03,64.46,6.73,1452.22,igname
65.5,49.34,169.21,25.63,78.14,6.17,1729.26,igname
109.97,21.06,97.87,28.71,83.34,6.01,1591.76,igname
60.85,48.45,140.31,31.15,82.62,5.72,1187.75,igname
129.7,26.25,152.06,31.25,77.07,5.84,1136.65,igname
106.64,27.45,146.16,28.93,69.67,5.95,1942.33,igname
95.57,42.45,174.93,30.54,83.95,5.66,1831.3,igname
83.48,52.42,165.56,26.71,70.22,6.59,1008.96,igname
112.89,24.42,171.45,26.76,74.39,5.68,1196.44,igname
88.28,39.48,80.01,32.89,60.19,6.66,1417.64,igname
96.67,28.33,140.74,29.37,64.11,5.86,973.59,igname
64.64,20.55,102.05,30.8,67.91,6.01,1045.1,igname
100.28,33.69,147.63,31.41,74.62,5.91,1459.47,igname
77.64,56.12,156.64,28.93,84.14,6.32,1261.39,igname
66.68,41.75,166.04,32.67,75.11,6.09,1615.33,igname
113.35,36.46,127.63,30.81,81.92,6.69,924.63,igname
68.71,54.11,163.38,27.89,74.61,6.86,1902.71,igname
114.82,28.38,153.03,25.01,82.35,5.72,1628.58,igname
102.72,51.08,135.16,24.6,77.65,6.07,1252.31,igname
129.42,43.62,151.07,29.26,79.25,6.63,1622.86,igname
129.84,38.39,150.62,31.98,69.4,6.19,1966.08,igname
62.26,33.41,128.62,24.01,82.48,5.93,1183.48,igname
117.42,31.12,145.76,32.22,79.81,6.67,997.5,igname
65.59,32.27,83.59,29.0,69.87,6.34,1228.67,igname
94.0,33.39,99.52,30.49,76.84,6.74,1862.23,igname
109.31,47.5,85.67,25.1,80.31,5.85,1291.12,igname
70.17,27.81,157.54,26.62,71.23,5.73,1645.72,igname
110.98,34.47,158.47,26.4,77.3,6.59,1965.52,igname
76.26,23.75,106.3,25.23,64.24,6.0,1355.39,igname
123.26,27.82,177.18,32.1,82.04,6.89,1728.57,igname
115.21,37.51,131.05,33.32,69.46,5.56,1739.03,igname
100.12,52.6,87.56,30.21,66.19,6.85,1020.9,igname
119.01,23.54,82.51,26.35,68.33,6.44,1044.9,igname
90.61,28.17,165.53,24.45,68.9,6.45,1904.4,igname
120.76,55.81,86.29,32.41,79.5,6.85,1242.73,igname
123.82,36.11,143.41,28.24,70.69,6.32,1291.52,igname
115.49,45.35,148.98,26.31,84.24,6.49,1116.92,igname
112.53,26.95,86.34,29.28,73.84,5.78,1283.22,igname
126.2,31.4,95.56,33.93,67.56,6.52,1154.72,igname
98.51,35.45,176.16,28.33,74.6,6.92,1988.16,igname
67.12,53.37,118.21,29.95,69.38,6.1,1074.74,igname
100.09,41.87,98.94,29.42,84.33,6.57,1429.08,igname
124.13,43.01,93.5,29.48,64.52,6.65,1963.89,igname
85.26,37.4,122.15,26.85,79.85,6.43,970.46,igname
118.72,27.48,177.92,27.77,75.41,5.62,1279.13,igname
116.16,39.09,170.46,29.75,83.21,6.97,1399.28,igname
99.56,53.4,102.15,32.62,74.8,6.59,987.84,igname
113.63,32.43,160.52,29.09,66.87,6.93,1741.57,igname
129.0,34.58,144.92,30.12,77.19,5.56,1220.89,igname
123.65,36.95,176.06,26.14,84.94,6.55,1754.03,igname
87.78,56.28,134.55,30.81,62.37,6.45,1866.99,igname
72.48,49.51,82.54,33.26,84.57,6.03,1017.78,igname
106.1,21.19,128.25,26.72,71.83,5.53,956.77,igname
61.12,44.77,136.01,26.33,76.17,6.83,1205.05,igname
118.24,46.5,83.38,27.75,72.69,6.6,1215.84,igname
128.79,47.38,117.28,24.97,64.53,6.23,1444.16,igname
113.74,49.05,100.13,29.95,60.52,6.1,1740.52,igname
87.97,53.42,177.62,30.07,63.63,6.07,910.43,igname
102.19,52.86,142.99,31.86,80.0,6.78,1193.33,igname
120.99,46.16,108.97,33.87,83.75,6.36,1827.53,igname
78.3,36.64,98.4,29.2,72.4,5.82,1640.08,igname
68.25,22.47,118.49,28.1,67.99,5.89,1272.65,igname
71.44,36.14,170.46,26.24,77.11,5.71,1289.3,igname
82.48,57.48,122.8,30.9,75.06,5.71,1933.49,igname
84.21,21.79,110.04,27.36,62.32,6.43,1281.44,igname
104.04,20.27,178.2,25.71,76.48,6.57,1088.77,igname
67.82,26.1,104.68,25.68,76.85,6.13,1491.57,igname
63.31,54.45,97.06,27.6,61.8,5.71,1632.38,igname
108.48,47.08,135.21,33.53,72.68,6.17,1172.3,igname
66.92,41.93,111.49,29.24,65.15,6.76,1999.67,igname
82.57,53.69,167.3,33.96,68.57,6.63,1151.69,igname
103.74,48.19,154.11,26.07,81.22,6.13,1138.01,igname
97.98,54.53,176.71,31.48,60.14,5.7,983.9,igname
67.08,35.32,113.85,25.14,82.06,6.42,1776.11,igname
86.01,36.41,111.76,28.38,75.26,6.24,1821.71,igname
123.01,38.79,103.97,33.45,78.38,6.46,1719.96,igname
65.32,22.71,95.31,25.47,70.52,5.74,1839.98,igname
100.47,34.73,86.96,29.91,62.91,6.61,1783.03,igname
98.08,25.98,158.69,27.08,65.57,6.21,1914.91,igname
80.82,56.22,85.37,24.84,77.46,5.79,1248.28,igname
69.55,33.29,108.05,31.36,77.55,6.93,1696.86,igname
108.64,47.77,168.3,26.96,67.5,6.61,1151.58,igname
123.84,41.39,110.01,31.76,67.81,6.94,1981.29,igname
106.68,24.55,106.32,29.15,81.29,5.78,1014.84,igname
65.21,40.28,168.47,24.42,65.31,6.54,1808.45,igname
116.52,51.4,92.98,27.97,84.62,6.98,1562.67,igname
109.65,58.05,124.99,25.37,76.72,6.94,1666.93,igname
116.23,36.91,89.65,25.69,84.57,6.24,913.22,igname
126.88,39.91,163.63,29.48,62.54,6.42,1997.14,igname
62.43,53.67,103.55,27.94,69.32,6.85,1454.93,igname
91.3,52.72,84.89,24.86,60.54,6.53,1478.18,igname
121.32,39.94,102.18,32.05,67.36,6.9,1175.47,igname
71.74,39.73,85.05,24.36,72.4,5.82,910.29,igname
80.72,39.09,119.43,25.35,74.49,6.57,1643.09,igname
87.56,25.5,129.95,32.9,71.72,5.79,1002.36,igname
126.07,49.72,111.3,26.95,82.38,5.77,1488.54,igname
109.95,35.86,83.99,26.28,82.55,6.28,1796.99,igname
98.9,57.74,170.91,28.83,67.96,6.4,1642.38,igname
94.88,52.89,98.33,27.34,77.16,5.87,1383.83,igname
127.46,45.04,174.91,31.22,78.12,6.39,1056.43,igname
96.38,30.11,179.87,26.67,65.77,6.44,1462.04,igname
61.49,25.18,161.1,28.84,63.65,6.2,1178.46,igname
63.42,48.52,98.96,20.7,94.26,6.59,2136.03,taro
74.53,45.18,98.59,28.51,83.37,5.8,3098.75,taro
78.4,15.74,135.15,21.7,81.6,6.16,3263.77,taro
74.65,40.74,80.51,29.8,90.66,6.78,2948.92,taro
68.77,20.72,97.64,28.1,74.91,6.91,3742.84,taro
51.98,34.67,133.14,23.68,83.1,5.81,1991.37,taro
86.88,49.78,99.22,28.29,78.2,6.75,3661.51,taro
60.73,46.5,82.12,21.43,86.32,5.77,2826.85,taro
89.15,16.85,93.44,26.91,76.66,5.1,1716.69,taro
98.1,46.9,82.18,23.74,86.31,6.91,2248.97,taro
101.31,32.71,146.52,22.04,94.34,5.88,3882.35,taro
77.52,33.55,134.38,30.84,85.49,5.83,3481.1,taro
106.89,15.34,117.03,32.99,86.33,6.6,3737.65,taro
95.06,40.1,147.18,32.96,90.38,5.17,2097.57,taro
83.41,39.83,94.26,21.4,77.78,6.54,3693.5,taro
104.77,28.26,99.8,26.1,79.4,6.33,2395.81,taro
51.22,30.37,87.93,20.43,81.77,5.41,2631.85,taro
66.66,36.13,149.27,28.21,86.17,6.84,2435.0,taro
59.99,24.9,102.22,29.68,70.11,6.71,1690.23,taro
104.04,48.23,149.21,32.14,73.55,6.41,2008.3,taro
103.83,26.08,96.14,33.76,70.33,5.39,2554.83,taro
92.04,37.66,123.55,33.2,73.03,6.04,3313.69,taro
88.17,30.69,71.37,20.91,72.97,5.69,1794.13,taro
75.56,21.25,132.33,33.07,79.74,6.02,3883.74,taro
82.13,49.83,81.37,32.93,82.43,5.05,3930.56,taro
107.9,28.41,146.33,22.12,87.0,5.38,2116.62,taro
96.76,28.21,70.57,26.21,75.7,6.37,1986.12,taro
100.54,24.35,101.44,24.47,86.1,5.2,2695.25,taro
70.07,45.94,75.87,32.45,74.19,5.18,2005.81,taro
56.16,33.23,149.06,20.51,81.53,5.77,2349.02,taro
69.91,46.33,71.52,31.62,76.32,5.77,2550.37,taro
68.28,18.27,79.15,24.47,90.55,5.27,3356.6,taro
67.33,45.92,104.27,22.58,94.65,5.35,2919.05,taro
84.16,28.05,146.12,32.66,90.75,6.95,2642.77,taro
55.83,41.79,100.47,22.86,82.08,6.85,1928.39,taro
100.92,29.64,80.94,32.73,94.24,5.58,2258.84,taro
73.43,43.49,70.83,23.36,87.65,5.81,2325.74,taro
102.34,47.11,145.84,24.09,92.81,6.47,1885.54,taro
86.62,15.92,126.67,31.0,89.73,5.35,3070.62,taro
60.73,48.13,124.0,21.43,74.68,6.33,2691.68,taro
94.18,24.83,122.63,22.65,83.59,6.92,3070.56,taro
53.0,49.61,82.55,30.77,83.31,5.59,1943.28,taro
60.66,45.04,139.83,26.98,72.59,6.77,2717.54,taro
76.33,29.26,99.2,27.89,85.11,5.93,3741.62,taro
69.06,35.24,94.0,31.3,72.55,5.38,3503.0,taro
60.99,36.9,147.62,27.84,74.68,5.64,3558.65,taro
71.1,40.32,132.19,27.52,89.58,5.63,2790.4,taro
91.19,20.88,91.89,29.78,86.38,5.99,3488.96,taro
78.92,45.85,128.87,24.72,79.88,6.34,3736.13,taro
60.72,33.01,79.5,24.19,87.15,5.16,3155.9,taro
104.05,48.93,87.33,31.23,93.16,5.18,2535.06,taro
105.16,22.1,144.7,27.91,72.5,5.9,2315.65,taro
66.93,33.95,108.69,27.23,72.2,6.6,2703.6,taro
99.25,43.86,95.37,20.07,92.78,6.52,1768.13,taro
92.1,15.7,72.22,27.89,72.4,6.93,3734.58,taro
88.99,17.23,95.99,25.58,82.02,5.34,2943.78,taro
76.15,48.16,144.9,28.48,86.11,5.28,2058.31,taro
104.04,39.47,85.15,28.55,93.37,5.69,1964.55,taro
106.52,31.14,103.38,24.01,92.29,6.69,2507.48,taro
51.84,30.63,84.47,22.14,79.83,5.2,3893.66,taro
52.85,29.05,83.02,30.33,71.97,6.09,3432.75,taro
107.0,39.45,77.96,21.33,88.29,5.43,2618.1,taro
108.6,43.7,137.73,32.91,85.49,6.49,2397.4,taro
109.91,24.79,117.2,24.23,72.8,6.14,2383.37,taro
84.99,34.55,113.38,21.85,81.0,6.62,2287.86,taro
76.63,32.28,139.02,29.83,72.51,6.73,3580.16,taro
95.22,31.31,130.6,27.18,88.42,6.76,3726.35,taro
77.27,45.08,78.12,21.53,83.71,6.3,1882.48,taro
78.33,18.3,118.17,32.83,88.44,5.76,3984.48,taro
89.78,43.53,123.58,34.84,90.53,6.04,2417.2,taro
90.93,35.66,120.35,25.15,80.72,6.12,3598.21,taro
95.77,19.15,89.64,20.4,70.2,5.45,3498.3,taro
104.28,28.71,115.06,30.59,93.82,6.83,1642.98,taro
64.89,16.72,119.32,30.66,77.71,6.71,2632.03,taro
109.9,15.01,78.76,24.53,70.64,6.56,1631.93,taro
94.94,16.84,90.22,32.62,93.78,5.83,3924.85,taro
87.61,29.55,134.22,24.43,76.64,6.31,2476.22,taro
58.16,17.34,133.03,30.14,80.29,6.79,2527.14,taro
92.62,46.82,137.26,27.67,87.02,5.83,3117.99,taro
65.45,30.22,86.76,20.57,84.71,6.73,1563.95,taro
61.76,31.11,123.27,22.57,71.42,6.04,3546.77,taro
52.11,27.23,123.08,21.96,75.9,6.07,3883.08,taro
67.24,32.06,101.99,33.46,71.8,6.13,3615.3,taro
109.29,39.46,100.39,26.18,78.79,6.21,3348.51,taro
99.17,29.58,127.34,33.74,93.02,6.41,3092.26,taro
81.89,21.41,79.89,27.29,73.99,6.15,3114.26,taro
81.54,16.27,74.62,21.7,73.84,6.98,2361.24,taro
67.52,16.83,120.83,29.78,74.39,6.84,3501.23,taro
63.82,32.0,106.67,25.23,90.44,5.22,2538.29,taro
75.68,31.41,138.91,23.27,72.57,6.24,1934.59,taro
54.5,29.93,87.57,25.42,76.49,5.19,2900.87,taro
51.62,48.82,97.31,30.43,90.26,5.56,3371.85,taro
99.95,23.45,149.4,20.31,75.43,6.56,1985.33,taro
91.9,44.94,146.74,27.11,94.28,5.82,2045.32,taro
80.84,37.74,106.64,28.5,80.41,6.05,3881.49,taro
79.99,23.86,130.7,25.06,90.41,5.11,2330.44,taro
55.66,17.99,122.67,25.78,91.79,6.03,2238.36,taro
93.25,36.84,133.97,29.65,74.18,6.34,2478.87,taro
77.79,47.25,98.8,29.18,79.09,5.19,2633.81,taro
85.82,29.26,101.25,32.31,70.74,5.59,3529.39,taro
105.23,29.43,141.1,22.98,75.54,6.69,3758.14,taro
63.37,17.08,77.23,23.92,89.04,6.02,2638.97,taro
85.05,46.16,77.23,30.42,93.17,5.43,3594.43,taro
91.88,15.51,88.53,29.09,82.56,6.06,2079.83,taro
90.5,24.32,101.15,25.53,86.8,5.18,2013.85,taro
62.03,18.79,86.61,29.11,88.3,6.32,2687.97,taro
53.15,48.57,83.45,30.03,92.82,6.4,2045.12,taro
68.95,16.06,119.02,29.19,88.14,5.02,3544.6,taro
94.32,19.93,97.81,29.58,82.39,5.23,1718.36,taro
96.89,20.46,83.77,32.46,85.3,6.21,2698.36,taro
84.14,36.06,147.43,23.34,75.36,5.11,3145.5,taro
82.94,18.89,99.16,22.68,78.29,6.9,3208.3,taro
50.45,23.84,70.83,30.72,81.74,6.99,3333.96,taro
81.07,43.16,126.38,23.66,83.26,6.11,2628.08,taro
60.75,22.82,92.48,20.15,92.92,6.37,3224.04,taro
84.34,39.13,148.55,25.78,87.81,5.72,3635.72,taro
101.48,46.58,70.44,24.47,73.35,5.91,2738.62,taro
65.35,40.32,91.58,32.81,74.44,5.73,3055.59,taro
86.32,17.73,137.7,28.97,91.75,6.74,2864.8,taro
104.65,44.69,146.65,32.76,90.53,5.94,2030.08,taro
104.64,40.29,92.54,25.11,87.15,5.96,1703.71,taro
58.49,41.1,96.29,27.61,89.17,6.5,1917.54,taro
55.9,35.69,129.33,22.24,79.3,6.74,3860.56,taro
77.24,17.78,90.62,23.49,75.97,5.99,2958.06,taro
57.35,46.13,119.6,28.96,94.68,6.26,3822.4,taro
67.18,23.4,111.32,27.63,75.66,6.4,1574.08,taro
91.44,31.0,125.12,27.16,94.43,5.67,3956.43,taro
53.9,38.93,106.34,32.33,89.74,6.6,1736.85,taro
99.34,22.49,72.05,23.27,81.98,6.48,2046.58,taro
56.78,37.61,148.71,29.01,87.28,6.12,3455.87,taro
108.55,34.04,103.34,32.91,94.24,5.26,2945.43,taro
97.55,33.67,102.74,29.83,76.75,5.7,3980.69,taro
88.19,45.55,134.62,29.78,91.02,5.57,3092.79,taro
85.44,36.78,83.49,24.16,77.17,6.2,3931.37,taro
107.24,22.95,94.39,20.54,79.97,6.67,3789.38,taro
64.19,24.3,87.67,25.25,90.12,6.29,3464.85,taro
84.98,24.02,88.24,20.14,89.52,6.69,3420.71,taro
54.46,41.68,73.66,21.58,81.01,5.95,3540.3,taro
90.77,20.37,88.09,24.29,73.09,5.58,3321.5,taro
64.48,44.24,107.56,24.84,80.31,6.42,2791.98,taro
50.44,47.28,75.28,34.08,70.7,6.54,2836.69,taro
80.34,17.55,89.1,31.66,92.28,6.06,2383.36,taro
53.6,38.88,92.28,20.83,86.65,5.97,1529.91,taro
56.66,39.47,75.09,32.99,77.78,5.18,3399.39,taro
81.47,25.73,102.49,20.32,86.57,5.73,3285.09,taro
87.69,37.79,133.43,29.47,80.47,5.78,1798.96,taro
96.77,41.64,89.7,32.94,84.73,5.96,1543.74,taro
72.96,37.42,77.18,26.89,94.84,6.43,2867.18,taro
81.98,16.53,146.59,33.92,87.06,5.2,2019.58,taro
61.03,33.19,86.62,30.44,83.63,5.04,3360.14,taro
61.33,43.87,98.4,25.08,70.3,6.98,3030.01,taro
75.36,18.38,125.93,24.24,94.71,6.9,3338.24,taro
108.26,18.7,92.39,23.8,71.8,6.94,1649.94,taro
101.4,41.89,100.07,20.28,70.15,5.41,2734.69,taro
77.47,35.49,131.76,25.66,74.01,6.6,2331.73,taro
67.21,41.75,144.73,33.72,73.44,6.01,1732.18,taro
107.66,22.53,85.79,33.33,94.2,6.4,1802.51,taro
79.15,43.58,115.8,21.99,74.3,6.73,2817.57,taro
92.35,28.06,112.6,34.66,78.24,6.35,1931.26,taro
57.3,42.43,137.53,30.02,73.95,5.48,3777.94,taro
67.32,43.66,92.87,34.09,92.86,5.09,3426.03,taro
60.17,22.53,106.79,28.64,78.14,6.15,1926.65,taro
51.34,34.99,111.39,30.34,86.25,6.79,2648.67,taro
50.5,37.07,124.01,27.82,87.23,5.65,1872.02,taro
89.87,23.58,106.51,27.37,81.93,6.2,1573.63,taro
109.38,40.07,104.03,22.87,72.0,6.34,2292.39,taro
63.77,28.3,117.43,30.08,86.13,6.73,2046.89,taro
88.2,18.54,113.83,28.76,75.41,5.78,3567.98,taro
58.9,30.21,144.62,27.56,88.13,6.65,2009.44,taro
63.09,41.55,130.26,20.9,78.06,5.8,3572.6,taro
75.31,47.41,149.73,31.71,86.66,5.78,1667.6,taro
84.39,27.66,98.07,30.32,81.59,6.5,2495.43,taro
59.05,31.15,146.08,32.02,75.14,5.78,3819.48,taro
57.42,23.89,90.98,28.56,80.27,5.16,3072.95,taro
55.94,36.22,110.56,27.41,71.69,6.28,2578.3,taro
74.67,35.88,118.5,20.23,73.13,5.47,3194.94,taro
84.6,41.52,129.25,32.8,79.42,5.69,3577.54,taro
64.26,31.14,85.55,33.71,80.2,5.42,3230.03,taro
64.68,48.02,99.41,29.97,78.63,6.61,3742.31,taro
97.28,44.7,78.15,33.86,85.61,6.74,3211.09,taro
62.11,36.33,77.28,30.44,80.23,5.3,3948.07,taro
104.07,46.27,133.11,30.38,86.38,5.21,3751.42,taro
102.87,41.17,144.19,28.3,81.19,6.94,2660.33,taro
88.48,28.06,120.91,30.8,85.62,6.03,2250.28,taro
88.63,46.8,70.55,22.01,72.99,6.85,3156.87,taro
107.11,35.4,106.94,31.89,74.02,5.76,2665.69,taro
67.91,27.99,76.25,22.97,78.39,6.59,1956.24,taro
70.8,17.27,114.57,29.17,91.64,6.64,2213.44,taro
58.22,20.46,147.52,30.1,71.06,5.27,2714.5,taro
62.47,43.13,115.86,29.19,81.57,5.51,2973.51,taro
93.02,27.98,110.4,32.6,73.72,6.09,2371.03,taro
92.17,15.66,123.64,21.54,71.62,6.45,3100.86,taro
103.7,33.19,112.4,30.61,78.08,5.07,2075.11,taro
64.28,26.75,145.48,32.07,93.4,7.0,2584.45,taro
63.62,34.6,140.49,26.99,82.63,5.27,2551.14,taro
73.22,27.31,140.98,20.89,94.3,5.02,3863.99,taro
82.88,39.59,84.97,29.81,92.05,5.28,1817.7,taro
68.24,20.66,78.85,30.17,75.35,6.33,3654.82,taro
89.12,19.18,115.89,25.9,78.58,5.64,3823.58,taro
94.55,19.68,108.08,24.77,94.45,6.96,2298.84,taro
71.13,35.98,108.34,23.2,86.51,5.67,3134.29,taro
73.02,39.51,123.42,27.63,87.62,5.92,1790.35,taro
60.93,23.61,75.06,30.67,79.18,5.19,3549.9,taro
91.02,30.83,89.79,22.28,81.46,6.77,1970.99,taro
84.12,48.66,120.97,26.6,87.91,6.65,2976.29,taro
102.31,33.01,136.4,34.28,82.53,6.21,3023.67,taro
96.89,43.8,72.18,31.0,89.6,6.4,3284.24,taro
52.48,30.47,135.45,34.01,75.74,6.16,3510.83,taro
95.14,36.66,71.5,30.86,89.33,6.45,3414.52,taro
75.85,49.78,131.66,28.68,93.35,6.82,3536.42,taro
83.82,33.45,96.3,23.76,82.81,6.16,2111.32,taro
105.36,34.5,112.12,26.53,71.45,6.76,2292.49,taro
88.55,36.26,116.76,27.89,74.54,5.56,2810.47,taro
97.36,30.12,86.31,21.32,86.58,5.85,1813.43,taro
90.47,22.27,110.72,24.59,93.29,5.46,2549.8,taro
107.57,26.16,121.57,24.75,72.77,6.26,3790.08,taro
77.15,36.92,118.71,26.23,85.37,5.52,2445.09,taro
76.54,45.24,97.87,29.53,75.34,5.51,3121.07,taro
95.74,31.17,96.81,33.65,73.4,6.44,3225.43,taro
91.41,47.74,128.26,24.52,78.84,5.78,1577.02,taro
104.81,17.57,125.98,30.95,91.09,6.11,3313.16,taro
68.16,41.1,97.47,33.54,74.08,5.63,2746.92,taro
96.55,41.21,86.86,22.16,77.6,5.97,2847.51,taro
75.75,38.21,104.2,34.19,76.52,6.25,3028.44,taro
66.89,29.41,99.24,22.59,81.93,5.77,1945.79,taro
76.99,29.76,80.51,21.97,86.19,6.41,3852.95,taro
55.22,19.13,74.15,27.98,85.57,5.81,3494.76,taro
91.2,49.5,81.03,20.87,76.87,5.04,3831.53,taro
68.24,34.34,95.45,23.69,73.81,5.64,3038.55,taro
108.3,34.53,112.62,20.53,91.0,5.09,3765.58,taro
82.32,20.9,106.14,34.92,77.63,5.54,1795.01,taro
85.83,18.12,131.28,33.79,93.3,5.22,2895.66,taro
55.83,35.02,135.2,28.07,91.8,6.6,2191.37,taro
87.81,15.26,101.68,23.57,93.43,5.81,3135.16,taro
93.92,42.06,128.86,24.34,87.15,6.1,2993.43,taro
50.05,24.04,144.45,24.35,80.95,5.37,1846.51,taro
62.52,34.38,143.52,24.89,78.09,6.13,2391.86,taro
104.62,28.22,109.24,28.0,89.55,6.13,2097.89,taro
57.44,47.82,134.13,20.34,90.54,6.18,2797.24,taro
50.73,42.33,85.85,30.92,70.4,6.59,1557.6,taro
64.15,24.39,82.6,27.22,77.09,6.99,2949.92,taro
83.99,22.73,102.7,21.86,89.06,5.66,3379.91,taro
72.3,49.61,83.69,20.02,84.87,6.91,3117.64,taro
55.14,33.92,142.76,20.1,74.17,6.63,3734.77,taro
92.43,49.7,77.22,28.19,87.12,6.41,3483.71,taro
105.06,27.66,73.44,25.44,86.79,5.43,3524.93,taro
63.19,15.35,110.65,30.9,78.74,6.5,2596.01,taro
60.3,18.17,126.85,25.79,92.82,6.08,2371.08,taro
70.94,19.6,117.5,28.73,90.0,5.4,2226.97,taro
55.83,25.34,104.25,34.46,86.33,6.57,2313.77,taro
58.67,23.99,90.52,28.75,78.54,6.71,3971.36,taro
70.6,39.68,122.6,22.92,92.95,5.4,3342.39,taro
70.86,27.85,106.44,32.97,73.51,5.11,2505.1,taro
